sample_id,collector_id,miluska_id,date,year,river,location,r_mile,lat,long,live_dead,sex,stage,total,fork,weight_lbs,weight_g,cohort,first_age,second_age,final_age,scale_age,rps,rpsm,age_afs,skip_spawn,ovary_weight,egg_stage,age_id,comments,,,,,
470,3202,3807,5/27/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,gravid,449,396.298,,1114,2012,,,8,8,yes,2,,,158,1,,Matt Best (fin Clip) Green -  79,,,,,
471,3203,3808,5/27/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,540,476.56,,1127,2014,,,6,6,yes,1,,,153,1,,Matt Best (fin Clip) Green -  80,,,,,
472,3204,3809,5/27/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,male,,491,433.342,,980,2015,,,5,5,no,0,,,,,,Matt Best (fin Clip) Green -  81,,,,,
473,3265,3810,6/1/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,510,450.1,,1029,2020,,,,,no,,,,151,2,,Matt Best (fin Clip) Blue -  1,,,,,
474,3266,3811,6/1/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,536,473.032,,1237,2014,,,6,5,no,0,,,132,2,,Matt Best (fin Clip) Blue -  2,,,,,
475,3267,3812,6/1/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,spent,530,467.74,,1220,2014,,,6,6,no,0,,,144,2,,Matt Best (fin Clip) Blue -  3,,,,,
476,3268,3813,6/1/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,549,484.498,,1143,2014,,,6,6,yes,1,,,146,2,,Matt Best (fin Clip) Blue -  4,,,,,
477,3269,3814,6/1/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,542,478.324,,1406,2020,,,,,no,,,,193,2,,Matt Best (fin Clip) Blue -  5,,,,,
478,3270,3815,6/1/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,spent,514,453.628,,918,2020,,,,,no,,,,108,1,,Matt Best (fin Clip) Blue -  6,,,,,
479,3271,3816,6/1/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,spent,513,452.746,,1013,2014,,,6,6,yes,2,,,116,1,,Matt Best (fin Clip) Blue -  7,,,,,
480,3272,3817,6/1/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,544,480.088,,1253,2020,,,,,no,,,,224,2,,Matt Best (fin Clip) Blue -  8,,,,,
481,3273,3818,6/1/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,570,503.02,,1200,2012,,,8,8,yes,3,,,116,1,,Matt Best (fin Clip) Blue -  9,,,,,
482,3274,3819,6/1/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,501,442.162,,1108,2015,,,5,6,yes,3,,,223,2,,Matt Best (fin Clip) Blue -  10,,,,,
483,3275,3820,6/1/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,spent,521,459.802,,982,2020,,,,,no,,,,117,1,,Matt Best (fin Clip) Blue -  11,,,,,
484,3276,3821,6/1/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,spent,528,465.976,,1003,2014,,,6,6,yes,1,,,90,1,,Matt Best (fin Clip) Blue -  12,,,,,
485,3277,3822,6/2/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,577,509.194,,1453,2013,,,7,8,yes,2,,,217,1,,Matt Best (fin Clip) Blue -  13,,,,,
486,3278,3823,6/2/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,569,502.138,,1812,2020,,,,,no,,,,288,1,,Matt Best (fin Clip) Blue -  14,,,,,
487,3279,3824,6/2/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,518,457.156,,1145,2015,,,5,5,yes,1,,,166,2,,Matt Best (fin Clip) Blue -  15,,,,,
488,3280,3825,6/2/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,522,460.684,,1235,2015,,,5,6,no,0,,,164,2,,Matt Best (fin Clip) Blue -  16,,,,,
489,3281,3826,6/2/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,male,,413,364.546,,577,2015,,,5,4,no,0,,,,,,Matt Best (fin Clip) Blue -  17,,,,,
490,3282,3827,6/2/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,526,464.212,,1358,2015,,,5,8,yes,4,,,237,2,,Matt Best (fin Clip) Blue -  18,,,,,
491,3283,3828,6/2/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,551,486.262,,1118,2014,,,6,8,yes,1,,,126,2,,Matt Best (fin Clip) Blue -  19,,,,,
492,3284,3829,6/2/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,male,,470,414.82,,718,2014,,,6,5,yes,1,,,,,,Matt Best (fin Clip) Blue -  20,,,,,
493,3285,3830,6/2/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,male,,455,401.59,,749,2020,,,,,no,,,,,,,Matt Best (fin Clip) Blue -  21,,,,,
494,3286,3831,6/2/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,497,438.634,,828,2014,,,6,6,yes,1,,,48,2,,Matt Best (fin Clip) Blue -  22,,,,,
495,3287,3832,6/2/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,540,476.56,,866,2013,,,7,6,no,0,,,138,2,,Matt Best (fin Clip) Blue -  23,,,,,
496,3288,3833,6/2/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,557,491.554,,1267,2012,,,8,8,yes,1,,,124,2,,Matt Best (fin Clip) Blue -  24,,,,,
497,3289,3834,6/3/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,male,,412,363.664,,534,2017,,,3,4,no,0,,,,,,Matt Best (fin Clip) Blue -  25,,,,,
498,3290,3835,6/3/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,spent,535,472.15,,975,2013,,,7,7,yes,1,,,92,1,,Matt Best (fin Clip) Blue -  26,,,,,
499,3291,3836,6/3/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,538,474.796,,1030,2013,,,7,7,yes,1,,,83,1,,Matt Best (fin Clip) Blue -  27,,,,,
500,3292,3837,6/3/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,532,469.504,,1298,2015,,,5,5,yes,1,,,155,1,,Matt Best (fin Clip) Blue -  28,,,,,
501,3293,3838,6/3/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,male,,524,462.448,,1135,2014,,,6,6,yes,3,,,,,,Matt Best (fin Clip) Blue -  29,,,,,
502,3294,3839,6/3/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,male,,469,413.938,,768,2015,,,5,5,yes,2,,,,,,Matt Best (fin Clip) Blue -  30,,,,,
503,3295,3840,6/3/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,male,,472,416.584,,737,2015,,,5,5,no,0,,,,,,Matt Best (fin Clip) Blue -  31,,,,,
504,3296,3841,6/3/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,male,,410,361.9,,551,2016,,,4,4,no,0,,,,,,Matt Best (fin Clip) Blue -  32,,,,,
505,3297,3842,6/3/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,474,418.348,,918,2016,,,4,5,yes,1,,,129,2,,Matt Best (fin Clip) Blue -  33,,,,,
506,3298,3843,6/3/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,435,383.95,,1040,2020,,,,,no,,,,123,2,,Matt Best (fin Clip) Blue -  34,,,,,
507,3299,3844,6/3/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,532,469.504,,943,2015,,,5,6,yes,1,,,97,2,,Matt Best (fin Clip) Blue -  35,,,,,
508,3300,3845,6/3/20,2020,Delaware River,Smithfield Beach,218,41.028688,-75.052167,live,female,ripe,548,483.616,,1650,2012,,,8,7,yes,1,,,326,2,,Matt Best (fin Clip) Blue -  36,,,,,
509,3301,3001,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,female,gravid,,472.44,3,1360.776,2014,7,,7,,yes,2,,,,,,First shad of the season!,,,,,
510,3302,3002,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,male,ripe,,422.91,1.7,771.1064,2017,4,,4,,yes,1,,,,,,,,,,,
511,3303,3003,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,male,ripe,,411.48,2.2,997.9024,2017,4,,4,,yes,3,,,,,,,,,,,
512,3304,3004,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,male,ripe,,417.068,1.7,771.1064,2015,6,,6,,no,0,,,,,,,,,,,
513,3305,3005,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,male,ripe,,444.246,2.25,1020.582,2013,8,,8,,yes,2,,,,,,,,,,,
514,3306,3006,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,female,gravid,,476.758,2.6,1179.3392,2015,6,,6,,yes,1,,,,,,,,,,,
515,3307,3007,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,male,ripe,,452.374,2.31,1047.79752,2015,6,,6,,yes,2,,,,,,,,,,,
516,3308,3008,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,male,ripe,,403.352,1.9,861.8248,2014,7,,7,,yes,2,,,,,,,,,,,
517,3309,3009,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,male,ripe,,436.372,1.7,771.1064,2014,7,,7,,yes,3,,,,,,,,,,,
518,3310,3010,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,female,gravid,,461.518,3.51,1592.10792,2015,6,,6,,yes,3,,,,,,Eggs had some development but most were still hard and tiny,,,,,
519,3311,3011,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,female,ripe,,468.884,2.18,988.83056,2014,7,,7,,yes,2,,,,,,,,,,,
520,3312,3012,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,male,ripe,,429.006,1.75,793.786,2015,6,,6,,no,0,,,,,,,,,,,
521,3313,3013,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,male,ripe,,409.448,2.1,952.5432,2015,6,,6,,yes,3,,,,,,,,,,,
522,3314,3014,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,male,ripe,,397.002,1.74,789.25008,2016,5,,5,,no,0,,,,,,,,,,,
523,3315,3015,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,male,ripe,,390.652,1.7,771.1064,2021,,,,,no,0,,,,,,,,,,,
524,3316,3016,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,female,gravid,,446.786,2.7,1224.6984,2016,5,,5,,yes,2,,,,,,,,,,,
525,3317,3017,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,female,gravid,,455.168,2.2,997.9024,2017,4,,4,,yes,4,,,,,,Eggs greater than 50% developed ,,,,,
526,3318,3018,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,female,gravid,,463.042,2.61,1183.87512,2016,5,,5,,yes,1,,,,,,,,,,,
527,3319,3019,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,male,ripe,,393.446,1.78,807.39376,2016,5,,5,,no,0,,,,,,,,,,,
528,3320,3020,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,male,ripe,,439.166,2.49,1129.44408,2015,6,,6,,yes,3,,,,,,,,,,,
529,3321,3021,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,female,gravid,,469.392,2.4,1088.6208,2014,7,,7,,yes,4,,,,,,,,,,,
530,3322,3022,5/19/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,male,ripe,,397.764,1.5,680.388,2011,10,,10,,no,0,,,,,,,,,,,
531,3323,3023,5/21/21,2021,Delaware River,Ten Mile,284,41.553351,-75.018665,live,male,ripe,,451,2.2,997.9024,2013,8,,8,,yes,3,,,,,,Matt's,,,,,
532,3324,3024,5/21/21,2021,Delaware River,Ten Mile,284,41.553351,-75.018665,live,female,gravid,,498,2.95,1338.0964,2015,6,,6,,yes,3,,,,,,Dan's - Eggs greater than 50% developed,,,,,
533,3325,3025,5/24/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,male,ripe,,431,2,907.184,2014,7,,7,,no,0,,,,,,,,,,,
534,3326,3026,5/24/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,male,ripe,,413,1.5,680.388,2015,6,,6,,no,0,,,,,,,,,,,
535,3327,3027,5/24/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,male,ripe,,436,2.25,1020.582,2016,5,,5,,yes,2,,,,,,,,,,,
536,3328,3028,5/24/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,gravid,,462,2.6,1179.3392,2014,7,,7,,yes,4,,,,,,Eggs greater than 50% developed ,,,,,
537,3329,3029,5/24/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,gravid,,374,1.65,748.4268,2016,5,,5,,yes,2,,,,,,Eggs more developed but not quite ripe yet,,,,,
538,3330,3030,5/24/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,male,ripe,,413,1.5,680.388,2015,6,,6,,no,0,,,,,,,,,,,
539,3331,3031,5/24/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,male,ripe,,398,1.62,734.81904,2015,6,,6,,no,0,,,,,,,,,,,
540,3332,3032,5/24/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,gravid,,482,2.6,1179.3392,2014,7,,7,,yes,3,,,,,,,,,,,
541,3333,3033,5/24/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,gravid,,471,3.35,1519.5332,2013,8,,8,,yes,3,,,,,,,,,,,
542,3334,3034,5/25/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,ripe,,496,4,1814.368,2014,7,,7,,yes,4,,,,,,,,,,,
543,3335,3035,5/25/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,gravid,,482,3.15,1428.8148,2015,6,,6,,yes,4,,,,,,,,,,,
544,3336,3036,5/25/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,male,ripe,,467,2.85,1292.7372,2015,6,,6,,yes,4,,,,,,,,,,,
545,3337,3037,5/25/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,gravid,,468,3,1360.776,2012,9,,9,,yes,2,,,,,,,,,,,
546,3338,3038,5/25/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,spent,,448,1.45,657.7084,2021,,,,,yes,2,,,,,,,,,,,
547,3339,3039,5/25/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,gravid,,445,2.65,1202.0188,2016,5,,5,,yes,3,,,,,,,,,,,
548,3340,3040,5/25/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,ripe,,470,3,1360.776,2014,7,,7,,yes,3,,,,,,,,,,,
549,3341,3041,5/25/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,ripe,,443,1.8,816.4656,2014,7,,7,,yes,3,,,,,,,,,,,
550,3342,3042,5/25/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,gravid,,441,2.15,975.2228,2013,8,,8,,yes,3,,,,,,,,,,,
551,3343,3043,5/25/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,gravid,,464,2.2,997.9024,2014,7,,7,,no,0,,,,,,,,,,,
552,3344,3044,5/25/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,gravid,,457,3.1,1406.1352,2014,7,,7,,yes,1,,,,,,,,,,,
553,3345,3045,5/25/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,gravid,,467,2.5,1133.98,2014,7,,7,,yes,2,,,,,,,,,,,
554,3346,3046,5/25/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,gravid,,408,2,907.184,2014,7,,7,,yes,2,,,,,,,,,,,
555,3347,3047,5/25/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,ripe,,476,2,907.184,2016,5,,5,,yes,3,,,,,,,,,,,
556,3348,3048,5/25/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,ripe,,453,1.6,725.7472,2013,8,,8,,yes,2,,,,,,,,,,,
557,3349,3049,5/25/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,gravid,,466,3.05,1383.4556,2015,6,,6,,yes,4,,,,,,,,,,,
558,3350,3050,5/26/21,2021,Delaware River,Ten Mile,284,41.553351,-75.018665,live,male,ripe,,394,1.5,680.388,2014,7,,7,,no,0,,,,,,Dan's,,,,,
559,3351,3051,5/26/21,2021,Delaware River,Ten Mile,284,41.553351,-75.018665,live,female,gravid,,513,3.4,1542.2128,2013,8,,8,,yes,2,,,,,,Dan's,,,,,
560,3352,3052,5/27/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,female,gravid,,453,2.4,1088.6208,2012,9,,9,,yes,2,,,,,,Matt's,,,,,
561,3353,3053,6/1/21,2021,Delaware River,Ten Mile,284,41.553351,-75.018665,live,female,gravid,,493,3.7,1678.2904,2014,7,,7,,yes,3,,,,,,Matt's,,,,,
562,3354,3054,6/1/21,2021,Delaware River,Ten Mile,284,41.553351,-75.018665,live,male,ripe,,432,1.5,680.388,2014,7,,7,,yes,1,,,,,,Matt's,,,,,
563,3355,3055,6/1/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,male,ripe,,431,2.2,997.9024,2015,6,,6,,yes,3,,,,,,,,,,,
564,3356,3056,6/1/21,2021,Delaware River,Narrowsburgh,290,41.611602,-75.058614,live,female,gravid,,446,1.8,816.4656,2015,6,,6,,yes,4,,,,,,Mostly ripe but not flowing,,,,,
565,3357,3057,6/7/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,male,ripe,,428,1.75,793.786,2013,8,,8,,yes,4,,,,,,Matt's,,,,,
566,3358,3058,6/7/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,female,ripe,,443,2.4,1088.6208,2013,8,,8,,yes,4,,,,,,Matt's,,,,,
567,3359,3059,6/7/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,male,ripe,,426,1.65,748.4268,2016,5,,5,,no,0,,,,,,Dan's,,,,,
568,3360,3060,6/7/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,male,ripe,,438,1.7,771.1064,2012,9,,9,,no,0,,,,,,Dan's,,,,,
569,3361,3061,6/7/21,2021,Delaware River,Lordville,321,41.868015,-75.214126,live,female,spent,,458,1.7,771.1064,2015,6,,6,,yes,3,,,,,,"Dan's - Snake, maybe moribund",,,,,
570,3362,3062,6/8/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,female,gravid,,463,2.95,1338.0964,2013,8,,8,,yes,3,,,,,,Matt's,,,,,
571,3363,3063,6/8/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,male,ripe,,408,1.45,657.7084,2016,5,,5,,no,0,,,,,,Matt's,,,,,
572,3364,3064,6/8/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,male,ripe,,443,1.95,884.5044,2017,4,,4,,yes,2,,,,,,Matt's,,,,,
573,3365,3065,6/8/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,male,ripe,,416,1.75,793.786,2014,7,,7,,no,0,,,,,,Matt's,,,,,
574,3366,3066,6/8/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,female,ripe,,427,1.95,884.5044,2016,5,,5,,yes,3,,,,,,Dan's,,,,,
575,3367,3067,6/8/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,female,gravid,,453,2.4,1088.6208,2015,6,,6,,yes,2,,,,,,Dan's,,,,,
576,3368,3068,6/9/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,male,ripe,,435,1.9,861.8248,2016,5,,5,,yes,3,,,,,,Little Dan's,,,,,
577,3369,3069,6/9/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,male,ripe,,416,1.5,680.388,2014,7,,7,,yes,2,,,,,,Little Dan's,,,,,
578,3370,3070,6/9/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,female,ripe,,451,2.1,952.5432,2015,6,,6,,yes,3,,,,,,Dan's,,,,,
579,3371,3071,6/10/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,dead,male,unknown,,,,0,2015,6,,6,,yes,4,,,,,,"Half of body, was able to get scales",,,,,
580,3372,3072,6/10/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,male,ripe,,439,1.8,816.4656,2014,7,,7,,yes,2,,,,,,Sam's,,,,,
581,3373,3073,6/10/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,male,ripe,,398,1.6,725.7472,2016,5,,5,,no,0,,,,,,Sam's,,,,,
582,3374,3074,6/10/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,female,ripe,,470,1.8,816.4656,2014,7,,7,,yes,3,,,,,,"Sam's - Few lesions, moribund?",,,,,
583,3375,3075,6/10/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,male,ripe,,408,1.6,725.7472,2015,6,,6,,no,0,,,,,,Sam's,,,,,
584,3376,3076,6/10/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,male,ripe,,378,1.2,544.3104,2017,4,,4,,no,0,,,,,,Sam's,,,,,
585,3377,3077,6/10/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,female,gravid,,405,1.9,861.8248,2016,5,,5,,no,0,,,,,,Sam's,,,,,
586,3378,3078,6/10/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,male,ripe,,449,2.1,952.5432,2015,6,,6,,yes,2,,,,,,Sam's,,,,,
587,3379,3079,6/11/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,dead,female,unknown,,472,1.65,748.4268,2013,8,,8,,yes,3,,,,,,,,,,,
588,3380,3080,6/11/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,male,ripe,,421,1.6,725.7472,2014,7,,7,,no,0,,,,,,Flo's,,,,,
589,3381,3081,6/11/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,male,ripe,,434,2.45,1111.3004,2016,5,,5,,yes,2,,,,,,Matt's,,,,,
590,3382,3082,6/11/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,female,ripe,,456,2.35,1065.9412,2015,6,,6,,yes,1,,,,,,Dan's,,,,,
591,3383,3083,6/11/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,female,ripe,,454,2.1,952.5432,2015,6,,6,,yes,2,,,,,,Dan's,,,,,
592,3384,3084,6/11/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,male,ripe,,407,1.7,771.1064,2013,8,,8,,no,0,,,,,,Dan's,,,,,
593,3385,3085,6/12/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,male,ripe,,443,1.95,884.5044,2015,6,,6,,no,0,,,,,,Matt's,,,,,
594,3386,3086,6/12/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,live,female,ripe,,464,2.2,997.9024,2016,5,,5,,yes,3,,,,,,Matt's,,,,,
595,3387,3087,6/12/21,2021,Delaware River,Upper Hancock,331,41.962135,-75.262915,dead,female,spent,,459,1.5,680.388,2015,6,,6,,no,,,,,,,,,,,,
596,3388,3088,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,dead,unknown,unknown,,,,0,2014,7,,7,,yes,4,,,,,,Too dead,,,,,
597,3389,3089,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,female,ripe,,484,3.1,1406.1352,2013,8,,8,,yes,2,,,,,,Small lesion,,,,,
598,3390,3090,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,female,unknown,,483,2.7,1224.6984,2015,6,,6,,yes,3,,,,,,,,,,,
599,3391,3091,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,female,unknown,,480,2.5,1133.98,2012,9,,9,,yes,2,,,,,,,,,,,
600,3392,3092,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,female,unknown,,473,1.95,884.5044,2015,6,,6,,yes,3,,,,,,skinny,,,,,
601,3393,3093,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,male,unknown,,437,1.7,771.1064,2015,6,,6,,yes,3,,,,,,moribund,,,,,
602,3394,3094,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,male,unknown,,458,2,907.184,2015,6,,6,,yes,2,,,,,,,,,,,
603,3395,3095,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,female,unknown,,452,1.5,680.388,2014,7,,7,,yes,2,,,,,,moribund,,,,,
604,3396,3096,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,live,female,unknown,,459,2,907.184,2014,7,,7,,yes,2,,,,,,moribund,,,,,
605,3397,3097,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,dead,unknown,unknown,,447,,0,2014,7,,7,,yes,3,,,,,,,,,,,
606,3398,3098,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,dead,unknown,unknown,,403,,0,2017,4,,4,,no,0,,,,,,,,,,,
607,3399,3099,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,dead,unknown,unknown,,451,,0,2015,6,,6,,no,0,,,,,,,,,,,
608,3400,3100,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,dead,unknown,unknown,,441,,0,2016,5,,5,,yes,3,,,,,,,,,,,
609,3401,3101,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,dead,female,unknown,,468,,0,2011,10,,10,,yes,3,,,,,,,,,,,
610,3402,3102,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,dead,male,unknown,,379,,0,2021,,,,,yes,1,,,,,,,,,,,
611,3403,3103,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,dead,unknown,unknown,,473,,0,2021,,,,,yes,2,,,,,,,,,,,
612,3404,3104,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,dead,male,unknown,,411,,0,2016,5,,5,,yes,2,,,,,,,,,,,
613,3405,3105,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,dead,male,,,406,,0,2016,5,,5,,yes,3,,,,,,,,,,,
614,3406,3106,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,dead,female,,,466,,0,2014,7,,7,,yes,4,,,,,,,,,,,
615,3407,3107,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,dead,male,,,474,,0,2012,9,,9,,yes,4,,,,,,,,,,,
616,3408,3108,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,dead,female,,,474,,0,2014,7,,7,,yes,4,,,,,,,,,,,
617,3409,3109,6/16/21,2021,Delaware River,Milford,247,41.308861,-74.797145,dead,female,,,456,,0,2013,8,,8,,yes,4,,,,,,,,,,,
